XR,YR,TSS1,TSS2,TSS3
304298.5,6031013.33,0,1,-1
304298.33,6031013.47,-11,-1,-3
304298.42,6031013.5,-2,15,-1
304298.25,6031013.62,0,-3,-1
304298.43,6031013.62,3,-3,-2
304298.19,6031013.78,1,10,-3
304298.37,6031013.78,0,-3,0
304298.17,6031013.91,-2,-3,1
304298.16,6031013.99,-3,8,-3
304298.16,6031014.06,-3,-4,0
304298.16,6031014.14,-5,-3,-1
304298.15,6031014.22,-9,-2,-2
304298.15,6031014.29,1,0,0
304298.16,6031014.36,2,9,-3
304298.19,6031014.42,2,2,-2
304298.21,6031014.47,2,6,-2
304298.22,6031014.54,9,5,-3
304298.24,6031014.62,-15,-1,0
304298.25,6031014.69,0,3,-6
304298.25,6031014.75,4,2,-2
304298.26,6031014.84,0,0,0
304298.25,6031014.9,-10,7,1
304298.24,6031015.03,-3,15,0
304298.24,6031015.09,1,2,2
304298.23,6031015.15,0,2,0
304298.22,6031015.24,2,2,-1
304298.22,6031015.31,2,-9,1
304298.21,6031015.38,0,1,-1
304298.21,6031015.49,1,-1,-1
304298.21,6031015.56,1,-12,0
304298.2,6031015.64,2,4,-3
304298.2,6031015.76,2,4,-3
304298.2,6031015.84,1,0,-1
304298.19,6031015.93,0,-1,0
304298.18,6031016.05,-2,2,-4
304298.17,6031016.14,2,-1,-4
304298.16,6031016.22,2,0,2
304298.13,6031016.35,0,1,4
304298.12,6031016.43,2,1,4
304298.1,6031016.51,4,-1,4
304298.08,6031016.64,0,-1,6
304298.06,6031016.72,-1,-1,5
304298.04,6031016.8,2,0,1
304298.02,6031016.92,2,0,1
304298.0,6031017.0,-3,1,1
304297.99,6031017.08,-2,0,2
304297.97,6031017.2,-1,-2,3
304297.96,6031017.28,-1,0,-3
304297.95,6031017.36,-1,1,-2
304297.93,6031017.47,0,0,-1
304297.92,6031017.55,0,1,-1
304297.91,6031017.63,-1,2,-3
304297.9,6031017.74,-1,2,5
304297.9,6031017.82,-1,2,5
304297.89,6031017.89,-1,1,-7
304297.88,6031018.01,-5,1,1
304297.88,6031018.08,0,-1,1
304297.87,6031018.2,0,2,2
304297.87,6031018.27,0,2,0
304297.87,6031018.35,-5,1,3
304297.86,6031018.43,5,2,8
304297.86,6031018.54,5,3,-3
304297.85,6031018.62,2,1,5
304297.85,6031018.7,2,0,7
304297.84,6031018.82,6,1,-1
304297.84,6031018.9,6,1,-1
304297.84,6031018.98,7,1,5
304297.83,6031019.09,4,1,11
304297.83,6031019.17,2,-1,1
304297.83,6031019.25,3,3,-3
304297.83,6031019.37,1,3,4
304297.84,6031019.45,5,2,1
304297.84,6031019.54,0,2,-3
304297.83,6031019.66,0,0,1
304297.83,6031019.74,2,1,0
304297.83,6031019.82,2,1,0
304297.83,6031019.95,3,2,3
304297.83,6031020.04,2,1,6
304297.82,6031020.13,0,1,-3
304297.82,6031020.25,-3,2,-7
304297.82,6031020.34,0,4,-1
304297.81,6031020.42,-2,3,-9
304297.81,6031020.55,4,2,-4
304297.8,6031020.64,8,5,-1
304297.78,6031020.77,22,6,-2
304297.77,6031020.85,9,7,-2
304297.76,6031020.93,1,4,-1
304297.74,6031021.06,1,4,-1
304297.73,6031021.15,-4,2,0
304297.72,6031021.24,-3,-2,-1
304297.7,6031021.36,6,-16,0
304297.69,6031021.45,6,-2,0
304297.67,6031021.53,-1,-7,-1
304297.64,6031021.66,-11,6,-5
304297.63,6031021.74,4,4,-7
304297.61,6031021.83,5,-5,10
304297.57,6031021.96,1,-2,1
304297.55,6031022.04,-6,5,-2
304297.53,6031022.12,-10,-9,-2
304297.5,6031022.25,-3,-1,-2
304297.48,6031022.34,-1,0,0
304297.45,6031022.42,-1,-2,0
304297.42,6031022.55,-1,-2,0
304297.4,6031022.63,-2,-2,-2
304297.38,6031022.71,-5,-6,-2
304297.36,6031022.83,2,-2,-1
304297.34,6031022.91,4,-10,1
304297.32,6031022.99,-1,0,1
304297.3,6031023.1,-10,1,-1
304297.29,6031023.18,-3,1,0
304297.28,6031023.26,-5,1,3
304297.26,6031023.37,5,-1,-2
304297.25,6031023.44,5,-1,-2
304297.24,6031023.52,-1,1,7
304297.23,6031023.63,-2,3,-6
304297.22,6031023.7,-1,3,-8
304297.22,6031023.77,1,1,-2
304297.22,6031023.88,1,1,-2
304297.22,6031023.95,2,1,3
304297.22,6031024.02,1,-1,-4
304297.23,6031024.13,-3,-1,10
304297.24,6031024.2,-1,0,-3
304297.25,6031024.28,-1,0,-3
304297.26,6031024.39,-3,-8,-1
304297.27,6031024.46,0,-1,-1
304297.28,6031024.53,0,-11,0
304297.29,6031024.65,-7,-1,1
304297.29,6031024.72,0,-2,2
304297.3,6031024.8,0,5,-1
304297.31,6031024.92,0,5,-1
304297.31,6031025.0,-2,-1,4
304297.32,6031025.13,-3,6,-1
304297.32,6031025.22,0,5,-2
304297.33,6031025.3,1,14,0
304297.33,6031025.39,-2,1,0
304297.32,6031025.52,0,4,0
304297.32,6031025.61,0,2,2
304297.31,6031025.7,-6,3,5
304297.3,6031025.84,-12,-3,0
304297.29,6031025.93,-12,-3,0
304297.27,6031026.07,-2,-1,0
304297.25,6031026.16,1,-11,-2
304297.23,6031026.26,5,4,8
304297.21,6031026.39,0,0,-3
304297.19,6031026.48,2,0,3
304297.17,6031026.57,-1,2,-2
304297.14,6031026.7,-1,0,5
304297.11,6031026.79,-2,2,3
304297.09,6031026.88,0,1,2
304297.06,6031027.0,0,1,2
304297.04,6031027.09,0,2,0
304297.02,6031027.17,1,0,2
304296.99,6031027.3,1,0,-8
304296.97,6031027.38,-3,2,2
304296.96,6031027.46,-1,2,7
304296.93,6031027.58,1,-2,14
304296.91,6031027.65,-2,-2,1
304296.9,6031027.73,-3,0,-3
304296.88,6031027.85,-2,1,-4
304296.86,6031027.92,0,-2,0
304296.85,6031027.99,-6,1,-4
304296.83,6031028.1,-7,3,2
304296.83,6031028.17,-7,1,6
304296.82,6031028.25,-8,2,-4
304296.8,6031028.35,-8,2,-4
304296.79,6031028.42,-4,0,-3
304296.78,6031028.5,-6,2,-2
304296.76,6031028.6,5,0,-10
304296.75,6031028.67,1,3,6
304296.74,6031028.74,-1,1,4
304296.73,6031028.84,0,2,-4
304296.72,6031028.91,0,2,-4
304296.71,6031028.99,-1,0,-9
304296.7,6031029.11,0,1,-2
304296.7,6031029.19,0,0,-2
304296.69,6031029.26,-1,0,-3
304296.68,6031029.38,-1,1,-5
304296.68,6031029.46,-2,2,-11
304296.67,6031029.54,0,0,-1
304296.66,6031029.67,-2,1,-10
304296.66,6031029.75,-2,1,0
304296.66,6031029.88,-2,-2,1
304296.65,6031029.96,-3,2,-5
304296.65,6031030.05,-2,3,-8
304296.65,6031030.19,-2,3,-8
304296.65,6031030.29,-4,7,-4
304296.65,6031030.38,0,9,-3
304296.65,6031030.52,5,5,-3
304296.65,6031030.61,18,-1,-2
304296.65,6031030.7,-2,-4,-2
304296.64,6031030.84,-5,-7,-1
304296.64,6031030.94,-5,-7,-1
304296.64,6031031.03,2,-1,0
304296.64,6031031.17,0,-4,0
304296.64,6031031.26,0,-1,-3
304296.63,6031031.35,-2,-2,-3
304296.62,6031031.49,-2,1,-1
304296.62,6031031.58,-2,-4,-2
304296.61,6031031.67,0,-4,0
304296.6,6031031.8,0,-8,-1
304296.59,6031031.89,1,-1,1
304296.58,6031031.98,7,2,0
304296.56,6031032.11,4,2,-2
304296.55,6031032.2,-1,1,-2
304296.54,6031032.29,0,1,-2
304296.52,6031032.41,-7,5,-6
304296.51,6031032.5,-7,5,-6
304296.5,6031032.58,1,5,-2
304296.48,6031032.71,11,-9,-1
304296.46,6031032.79,1,-3,-1
304296.45,6031032.88,-2,-7,-1
304296.43,6031033.0,-3,-1,-2
304296.42,6031033.08,6,6,0
304296.4,6031033.16,-3,-10,-2
304296.39,6031033.28,-1,0,-2
304296.38,6031033.35,-1,0,-2
304296.38,6031033.43,-1,0,-2
304296.37,6031033.54,0,3,0
304296.36,6031033.62,-2,-7,0
304296.36,6031033.7,-2,6,2
304296.36,6031033.81,-3,0,1
304296.35,6031033.88,-3,-1,0
304296.35,6031033.95,-3,10,-3
304296.35,6031034.07,-3,10,-3
304296.35,6031034.14,-3,-1,0
304296.35,6031034.22,-2,-1,0
304296.34,6031034.33,-2,1,0
304296.34,6031034.41,-3,0,-1
304296.34,6031034.48,-2,7,-4
304296.34,6031034.59,-1,2,-1
304296.33,6031034.66,-1,3,0
304296.33,6031034.73,-2,-5,0
304296.32,6031034.84,0,1,0
304296.31,6031034.92,-1,1,-3
304296.3,6031034.99,1,-2,-2
304296.27,6031035.1,-4,1,-7
304296.25,6031035.18,1,1,-7
304296.23,6031035.25,4,-2,2
304296.19,6031035.37,4,-2,2
304296.17,6031035.44,0,1,-2
304296.15,6031035.52,9,0,0
304296.12,6031035.64,-3,1,-2
304296.1,6031035.73,-6,1,-3
304296.07,6031035.84,-8,1,0
304296.06,6031035.92,1,-1,3
304296.04,6031036.0,1,-1,3
304296.02,6031036.13,-2,1,7
304296.01,6031036.22,-2,1,-2
304295.99,6031036.31,1,3,3
304295.97,6031036.44,2,0,-10
304295.96,6031036.54,5,0,-1
304295.95,6031036.63,-3,1,-1
304295.93,6031036.78,2,1,-2
304295.92,6031036.87,1,8,-3
304295.9,6031036.97,3,4,-3
304295.88,6031037.11,3,4,-3
304295.86,6031037.2,-2,1,-4
304295.85,6031037.29,-6,4,-5
304295.83,6031037.43,-9,2,1
304295.82,6031037.52,-6,2,-1
304295.81,6031037.61,-9,0,-3
304295.79,6031037.74,-10,0,4
304295.78,6031037.83,-8,1,-1
304295.78,6031037.92,-1,0,0
304295.77,6031038.05,1,0,2
304295.76,6031038.13,-3,0,-5
304295.76,6031038.21,-2,3,-5
304295.76,6031038.33,-2,3,-5
304295.76,6031038.41,-2,2,-2
304295.76,6031038.49,-1,5,-7
304295.77,6031038.6,-1,2,0
304295.77,6031038.67,-3,-2,-5
304295.78,6031038.74,-1,-1,0
304295.78,6031038.84,-6,-5,-1
304295.78,6031038.91,-9,-5,-1
304295.78,6031038.99,-4,2,0
304295.78,6031039.1,-3,-5,-1
304295.78,6031039.18,-3,-5,-1
304295.78,6031039.25,-4,9,-2
304295.78,6031039.36,4,1,-1
304295.78,6031039.44,9,3,-3
304295.77,6031039.51,-9,0,-7
304295.77,6031039.63,-1,1,-2
304295.76,6031039.7,-2,2,-1
304295.75,6031039.78,3,4,0
304295.74,6031039.9,6,2,6
304295.73,6031039.98,4,-2,-1
304295.72,6031040.06,-2,0,2
304295.71,6031040.18,-1,2,1
304295.71,6031040.27,0,2,-3
304295.7,6031040.35,1,0,-5
304295.69,6031040.48,1,1,-2
304295.67,6031040.57,1,1,-2
304295.66,6031040.66,0,2,5
304295.64,6031040.79,4,2,5
304295.62,6031040.88,-2,0,-4
304295.61,6031040.97,-2,-1,4
304295.59,6031041.11,2,1,-2
304295.57,6031041.2,-2,2,0
304295.56,6031041.3,-2,2,0
304295.54,6031041.43,-5,3,-3
304295.52,6031041.52,0,4,-1
304295.51,6031041.62,-3,3,-1
304295.49,6031041.75,-3,1,17
304295.49,6031041.84,3,3,-2
304295.48,6031041.93,-2,3,-2
304295.46,6031042.07,-4,6,-3
304295.45,6031042.15,11,-3,-2
304295.44,6031042.29,0,1,-2
304295.43,6031042.37,1,1,-1
304295.43,6031042.46,6,-1,-2
304295.42,6031042.58,6,-1,-2
304295.41,6031042.67,0,9,-1
304295.41,6031042.75,0,13,0
304295.4,6031042.87,-2,11,-2
304295.4,6031042.95,-2,6,0
304295.4,6031043.03,-4,12,-2
304295.39,6031043.14,-2,2,-2
304295.39,6031043.22,-2,0,-1
304295.39,6031043.3,-2,0,-1
304295.38,6031043.41,-1,-2,-1
304295.38,6031043.49,-1,-2,-1
304295.38,6031043.56,-2,-4,-2
304295.38,6031043.68,1,-11,1
304295.39,6031043.76,1,3,1
304295.39,6031043.83,1,1,-1
304295.39,6031043.95,2,-1,1
304295.39,6031044.02,-2,0,-3
304295.39,6031044.1,-1,1,-5
304295.38,6031044.22,-1,1,1
304295.38,6031044.3,-2,-1,-2
304295.37,6031044.38,-3,2,-2
304295.37,6031044.49,0,2,8
304295.36,6031044.57,-2,2,4
304295.36,6031044.66,-2,2,4
304295.36,6031044.78,1,2,2
304295.36,6031044.86,-10,0,-2
304295.36,6031044.95,1,1,-5
304295.35,6031045.07,1,-1,1
304295.35,6031045.16,11,6,-1
304295.34,6031045.25,-4,-8,-1
304295.33,6031045.38,-4,-8,-1
304295.32,6031045.47,-1,-10,-1
304295.31,6031045.56,3,-2,0
304295.29,6031045.7,-3,-2,1
304295.27,6031045.79,-1,-12,-2
304295.26,6031045.89,-1,4,-4
304295.23,6031046.03,0,1,-2
304295.21,6031046.13,-2,10,0
304295.19,6031046.22,-1,16,0
304295.16,6031046.37,-1,8,-2
304295.14,6031046.47,-1,8,-2
304295.11,6031046.57,1,9,-2
304295.07,6031046.72,3,-6,-1
304295.04,6031046.82,7,1,-2
304294.99,6031046.97,12,-4,-2
304294.96,6031047.07,1,1,-3
304294.93,6031047.18,-2,2,-2
304294.87,6031047.33,-3,0,-12
304294.84,6031047.43,0,-1,-4
304294.8,6031047.53,6,6,-3
304294.75,6031047.69,1,-9,-1
304294.71,6031047.79,-5,-14,-1
304294.67,6031047.89,-5,-14,-1
304294.61,6031048.04,-17,-3,-2
304294.58,6031048.14,-5,-3,-3
304294.55,6031048.24,-4,-6,1
304294.51,6031048.4,-3,0,-1
304294.48,6031048.51,-5,2,3
304294.46,6031048.61,-3,-2,3
304303.54,6030987.93,-1,-4,1
304303.54,6030988.02,-3,-1,0
304303.54,6030988.14,-2,6,1
304303.54,6030988.22,-2,6,1
304303.54,6030988.3,-1,12,0
304303.53,6030988.43,0,5,0
304303.53,6030988.51,-2,-3,3
304303.53,6030988.59,5,1,2
304303.53,6030988.7,0,-1,0
304303.54,6030988.78,-1,4,-1
304303.54,6030988.85,2,3,-1
304303.55,6030988.96,3,1,1
304303.56,6030989.03,0,1,0
304303.57,6030989.1,0,1,0
304303.59,6030989.21,4,-4,1
304303.6,6030989.28,1,2,2
304303.61,6030989.35,-2,-1,3
304303.63,6030989.45,0,-10,2
304303.64,6030989.53,1,0,0
304303.65,6030989.6,4,-9,0
304303.67,6030989.7,11,2,-1
304303.68,6030989.77,-8,7,-1
304303.69,6030989.85,-2,0,-2
304303.7,6030989.95,3,1,1
304303.7,6030990.02,3,2,-10
304303.7,6030990.09,3,2,-10
304303.7,6030990.2,8,0,-2
304303.7,6030990.27,10,7,0
304303.7,6030990.34,5,-2,1
304303.7,6030990.45,4,-5,0
304303.69,6030990.53,-3,-7,0
304303.68,6030990.6,17,1,-2
304303.66,6030990.71,3,0,4
304303.64,6030990.79,-4,0,7
304303.61,6030990.87,0,1,-1
304303.57,6030990.98,0,1,-1
304303.54,6030991.07,4,0,4
304303.51,6030991.15,0,2,0
304303.44,6030991.27,-1,-11,0
304303.4,6030991.35,-1,8,0
304303.36,6030991.43,0,1,-2
304303.3,6030991.56,-1,4,1
304303.26,6030991.64,0,-13,3
304303.22,6030991.72,3,-4,4
304303.16,6030991.84,0,1,-5
304303.12,6030991.92,-2,0,3
304303.08,6030992.0,0,0,7
304303.02,6030992.13,0,0,7
304302.99,6030992.21,0,1,-2
304302.95,6030992.29,1,0,4
304302.91,6030992.41,-2,0,6
304302.88,6030992.49,-1,0,-1
304302.84,6030992.61,-2,1,-4
304302.82,6030992.69,1,3,-3
304302.8,6030992.77,-7,2,2
304302.78,6030992.89,-1,2,1
304302.77,6030992.96,-1,1,0
304302.76,6030993.04,-1,1,0
304302.74,6030993.15,1,2,0
304302.74,6030993.23,1,1,0
304302.73,6030993.3,-2,1,1
304302.73,6030993.42,-3,0,8
304302.73,6030993.49,1,1,6
304302.73,6030993.57,1,-1,10
304302.73,6030993.68,-1,1,7
304302.73,6030993.75,-5,1,4
304302.74,6030993.82,-2,1,2
304302.75,6030993.93,-2,1,2
304302.76,6030994.0,0,1,0
304302.77,6030994.07,-1,1,0
304302.78,6030994.18,-5,-3,4
304302.79,6030994.25,11,5,-1
304302.8,6030994.32,23,9,-1
304302.82,6030994.42,13,-4,0
304302.83,6030994.49,8,-5,-1
304302.84,6030994.57,-5,4,0
304302.85,6030994.67,2,4,-2
304302.86,6030994.74,2,4,-2
304302.86,6030994.82,-2,1,-6
304302.87,6030994.93,-3,0,-2
304302.87,6030995.0,-1,0,-3
304302.87,6030995.08,-6,1,3
304302.87,6030995.19,0,0,1
304302.87,6030995.26,4,1,8
304302.86,6030995.34,4,0,2
304302.86,6030995.45,7,1,6
304302.85,6030995.53,-3,0,-3
304302.85,6030995.6,-5,2,3
304302.84,6030995.72,-4,1,1
304302.83,6030995.8,-2,0,0
304302.81,6030995.92,-2,0,0
304302.8,6030996.0,-2,0,0
304302.78,6030996.09,-1,1,-1
304302.75,6030996.21,-9,-1,7
304302.73,6030996.3,-4,-1,6
304302.72,6030996.38,-1,2,1
304302.69,6030996.51,0,1,-6
304302.68,6030996.6,0,1,-6
304302.67,6030996.68,1,2,-5
304302.65,6030996.81,-2,0,-4
304302.64,6030996.9,-1,1,-3
304302.63,6030996.98,-1,1,3
304302.62,6030997.11,0,1,4
304302.61,6030997.2,0,0,-1
304302.6,6030997.28,0,0,-2
304302.59,6030997.41,0,1,1
304302.57,6030997.5,-2,1,-5
304302.56,6030997.59,-2,-2,-3
304302.55,6030997.72,-2,-2,-3
304302.54,6030997.8,-2,0,-1
304302.53,6030997.89,1,1,-8
304302.51,6030998.02,7,0,-7
304302.5,6030998.1,-4,1,0
304302.49,6030998.18,-1,1,9
304302.47,6030998.31,-1,0,-1
304302.46,6030998.39,2,0,-8
304302.45,6030998.51,1,2,-2
304302.44,6030998.59,-1,11,1
304302.43,6030998.68,-1,11,1
304302.42,6030998.8,-4,-1,0
304302.42,6030998.89,-11,3,0
304302.42,6030998.97,-4,-1,2
304302.41,6030999.05,4,-2,1
304302.41,6030999.18,0,-10,0
304302.41,6030999.26,-2,-3,-1
304302.4,6030999.39,-4,-6,0
304302.4,6030999.47,1,0,-1
304302.39,6030999.56,1,0,-1
304302.38,6030999.68,3,-1,0
304302.38,6030999.77,1,-2,0
304302.37,6030999.85,1,-1,-3
304302.36,6030999.97,-4,3,-5
304302.35,6031000.06,-3,3,-6
304302.34,6031000.14,0,2,-1
304302.33,6031000.27,-1,1,-1
304302.32,6031000.36,-1,1,1
304302.31,6031000.45,-4,0,3
304302.29,6031000.58,-4,0,0
304302.28,6031000.67,-4,0,0
304302.27,6031000.75,-7,0,1
304302.25,6031000.88,-4,2,2
304302.24,6031000.97,0,3,2
304302.22,6031001.06,3,1,-10
304302.21,6031001.19,3,1,-1
304302.19,6031001.27,-2,1,1
304302.18,6031001.36,1,2,3
304302.16,6031001.49,0,1,0
304302.14,6031001.58,0,1,-6
304302.13,6031001.66,0,1,-6
304302.11,6031001.79,0,2,-3
304302.1,6031001.88,0,1,-4
304302.09,6031001.97,-1,0,-5
304302.08,6031002.1,-1,2,-7
304302.07,6031002.18,0,2,-5
304302.06,6031002.32,-2,2,0
304302.05,6031002.4,-2,2,3
304302.04,6031002.49,-3,1,0
304302.03,6031002.62,-3,1,0
304302.03,6031002.71,-1,0,2
304302.02,6031002.8,-1,1,-4
304302.01,6031002.93,0,1,-1
304302.0,6031003.02,0,1,-9
304301.99,6031003.12,0,0,-1
304301.98,6031003.25,2,0,1
304301.98,6031003.34,0,-1,2
304301.98,6031003.43,0,2,2
304301.98,6031003.58,1,-1,1
304301.98,6031003.67,1,-1,1
304301.98,6031003.76,2,0,1
304301.97,6031003.89,-1,-1,-2
304301.97,6031003.99,0,0,1
304301.97,6031004.08,-2,0,2
304301.98,6031004.22,0,0,-1
304301.98,6031004.31,0,2,0
304301.98,6031004.4,-1,-8,-2
304301.97,6031004.54,0,-2,1
304301.97,6031004.63,0,-2,1
304301.98,6031004.73,0,5,0
304301.97,6031004.86,0,2,0
304301.97,6031004.95,-2,1,0
304301.96,6031005.09,0,1,0
304301.95,6031005.17,1,0,2
304301.94,6031005.26,0,-1,0
304301.92,6031005.4,0,-1,0
304301.9,6031005.48,0,2,0
304301.88,6031005.57,-1,8,-1
304301.86,6031005.7,-1,8,-1
304301.83,6031005.78,-3,6,1
304301.81,6031005.87,1,-6,0
304301.78,6031006.0,-2,-7,0
304301.77,6031006.08,-2,-1,0
304301.75,6031006.16,-3,-8,-1
304301.71,6031006.29,6,-8,-1
304301.7,6031006.37,4,-3,-1
304301.68,6031006.45,11,4,-2
304301.65,6031006.57,10,-2,0
304301.63,6031006.65,10,-2,0
304301.61,6031006.74,6,-8,-3
304301.59,6031006.86,2,-2,-1
304301.58,6031006.94,0,-8,-1
304301.56,6031007.02,-9,1,-1
304301.54,6031007.15,-1,1,-1
304301.52,6031007.23,-7,2,1
304301.5,6031007.31,-2,1,2
304301.49,6031007.44,-4,1,-1
304301.48,6031007.52,-2,1,0
304301.47,6031007.61,-12,0,3
304301.46,6031007.74,-12,0,3
304301.45,6031007.83,-6,1,10
304301.44,6031007.91,-2,-1,9
304301.44,6031008.05,-3,1,2
304301.43,6031008.13,-9,1,1
304301.42,6031008.22,-7,1,-5
304301.42,6031008.35,4,0,2
304301.41,6031008.45,1,2,3
304301.41,6031008.54,-2,1,0
304301.41,6031008.67,1,3,1
304301.41,6031008.76,1,3,1
304301.41,6031008.9,-2,3,-3
304301.41,6031008.99,-2,2,-4
304301.4,6031009.09,-1,0,1
304301.4,6031009.23,-2,-1,-6
304301.39,6031009.32,0,1,3
304301.39,6031009.41,-1,2,5
304301.38,6031009.55,-1,2,2
304301.38,6031009.64,-1,0,0
304301.38,6031009.73,-1,1,-5
304301.37,6031009.87,1,-2,0
304301.37,6031009.96,1,-2,0
304301.36,6031010.05,-1,-1,1
304301.36,6031010.18,-2,1,1
304301.35,6031010.27,-1,0,0
304301.35,6031010.36,1,-1,-1
304301.34,6031010.5,-1,1,-1
304301.33,6031010.59,-2,1,0
304301.33,6031010.67,-2,1,0
304301.32,6031010.8,0,0,0
304301.31,6031010.89,-1,4,0
304301.3,6031010.98,-2,0,1
304301.29,6031011.1,-2,0,1
304301.29,6031011.19,-2,11,0
304301.28,6031011.27,-2,4,-2
304301.28,6031011.39,-1,9,1
304301.27,6031011.47,1,0,-1
304301.27,6031011.55,-3,0,1
304301.26,6031011.67,-2,-6,1
304301.25,6031011.75,-2,-3,1
304301.25,6031011.83,-2,4,1
304301.24,6031011.95,-2,2,1
304301.23,6031012.03,-2,2,1
304301.22,6031012.11,-3,-8,0
304301.21,6031012.23,5,1,0
304301.2,6031012.32,4,-2,-2
304301.19,6031012.4,9,-7,-2
304301.17,6031012.52,11,-3,-2
304301.16,6031012.61,3,-5,-1
304301.15,6031012.69,1,2,-1
304301.13,6031012.82,-3,-3,-1
304301.12,6031012.9,6,5,-2
304301.11,6031012.99,6,5,-2
304301.09,6031013.13,8,2,1
304301.09,6031013.22,-1,0,0
304301.08,6031013.31,-7,1,-2
304301.06,6031013.45,5,0,0
304301.05,6031013.55,-6,0,6
304301.04,6031013.64,2,1,6
304301.02,6031013.78,4,1,-2
304301.01,6031013.88,0,0,6
304301.0,6031014.02,-2,0,6
304300.98,6031014.12,1,1,-6
304300.96,6031014.21,0,1,-1
304300.94,6031014.35,0,1,-8
304300.92,6031014.45,0,1,-8
304300.9,6031014.54,0,1,-8
304300.87,6031014.67,1,1,-2
304300.85,6031014.76,-1,1,-3
304300.83,6031014.85,0,0,0
304300.8,6031014.99,0,0,4
304300.78,6031015.08,2,-2,6
304300.76,6031015.17,2,-2,6
304300.73,6031015.3,1,-1,2
304300.71,6031015.38,1,-1,-1
304300.69,6031015.47,1,-2,-1
304300.66,6031015.6,0,0,1
304300.64,6031015.68,0,-1,6
304300.63,6031015.77,1,0,5
304300.61,6031015.9,0,0,2
304300.6,6031015.98,-1,-10,0
304300.58,6031016.07,-1,-6,-1
304300.57,6031016.2,1,0,-1
304300.56,6031016.28,0,2,-1
304300.55,6031016.37,-3,5,-1
304300.54,6031016.49,-2,6,-1
304300.53,6031016.58,-1,2,0
304300.53,6031016.66,-1,2,0
304300.52,6031016.79,2,-7,1
304300.51,6031016.87,0,-7,0
304300.51,6031017.0,0,-5,0
304300.51,6031017.08,0,1,2
304300.51,6031017.17,-1,-5,1
304300.51,6031017.29,-3,-3,2
304300.51,6031017.37,-1,3,-1
304300.51,6031017.46,-2,7,0
304300.52,6031017.58,0,4,-1
304300.52,6031017.67,0,4,-1
304300.52,6031017.75,-8,6,0
304300.53,6031017.88,-15,0,-1
304300.53,6031017.97,-7,3,2
304300.53,6031018.05,-1,1,-1
304300.54,6031018.18,-1,1,-1
304300.54,6031018.27,-1,1,-3
304300.54,6031018.35,2,1,0
304300.54,6031018.48,0,0,-1
304300.54,6031018.57,4,2,-1
304300.53,6031018.66,1,4,1
304300.53,6031018.79,1,-5,0
304300.52,6031018.88,1,-5,0
304300.51,6031018.97,0,-8,0
304300.5,6031019.1,0,-10,-1
304300.49,6031019.19,2,-7,0
304300.47,6031019.28,1,-4,-2
304300.45,6031019.42,0,-2,5
304300.43,6031019.51,1,0,3
304300.42,6031019.6,2,0,3
304300.39,6031019.73,-4,-1,2
304300.37,6031019.82,0,-7,0
304300.35,6031019.92,0,-7,0
304300.32,6031020.05,0,7,-6
304300.29,6031020.14,-3,-1,2
304300.27,6031020.23,0,-8,2
304300.23,6031020.36,-5,-4,-5
304300.21,6031020.45,5,-2,-8
304300.19,6031020.54,4,4,0
304300.17,6031020.67,2,-4,-4
304300.15,6031020.76,-1,-6,-8
304300.13,6031020.88,-2,-4,-10
304300.11,6031020.97,-2,-4,-10
304300.1,6031021.06,-3,-11,-3
304300.08,6031021.18,-1,-2,-11
304300.06,6031021.27,1,-2,-12
304300.05,6031021.35,-5,-6,-18
304300.04,6031021.48,-3,-9,-21
304300.03,6031021.57,-5,-13,-20
304300.03,6031021.65,-1,-16,-23
304300.02,6031021.78,-6,-15,-46
304300.01,6031021.87,-6,-18,-55
304300.01,6031021.96,-9,-22,-37
304300.0,6031022.08,2,-1,-19
304300.0,6031022.17,2,-1,-19
304299.99,6031022.25,-1,-8,-18
304299.98,6031022.38,0,-10,-81
304299.98,6031022.46,20,-3,-191
304299.98,6031022.54,-2,-28,-143
304299.97,6031022.67,-8,-40,-196
304299.97,6031022.75,-13,-38,-229
304299.97,6031022.84,-10,-55,-275
304299.97,6031022.96,-14,-38,2
304299.97,6031023.05,-15,-10,3
304299.97,6031023.14,-15,-10,3
304299.98,6031023.27,-16,-49,-367
304299.97,6031023.35,-16,-69,-512
304299.97,6031023.44,-17,-76,-272
304299.97,6031023.57,-16,-85,-405
304299.97,6031023.66,-23,-82,-368
304299.96,6031023.75,-19,-92,-284
304299.96,6031023.89,-22,-54,-121
304299.95,6031023.98,-13,-28,-50
304299.95,6031024.08,-13,-22,-58
304299.94,6031024.22,-13,-22,-58
304299.93,6031024.31,-18,-42,-45
304299.92,6031024.41,-25,-121,-58
304299.91,6031024.55,-21,-102,-94
304299.89,6031024.64,-29,-107,-155
304299.88,6031024.74,-32,-102,-170
304299.87,6031024.88,-13,-49,-76
304299.85,6031024.97,-10,-12,-33
304299.84,6031025.07,-2,3,11
304299.82,6031025.21,-7,19,10
304299.81,6031025.3,-7,19,10
304299.79,6031025.39,13,26,53
304299.78,6031025.52,22,38,61
304299.77,6031025.61,21,37,62
304299.76,6031025.74,3,44,47
304299.75,6031025.82,6,30,36
304299.74,6031025.91,17,23,32
304299.72,6031026.04,7,34,54
304299.71,6031026.12,-10,-12,-17
304299.7,6031026.21,-14,-104,-112
304299.68,6031026.33,-14,-104,-112
304299.67,6031026.41,-28,-99,-130
304299.67,6031026.49,-14,-30,-6
